"Phone Flashlight: Wavelength (nm)","Phone Flashlight: Intensity (rel)","Fluorescent: Wavelength (nm)","Fluorescent: Intensity (rel)","Helium: Wavelength (nm)","Helium: Intensity (rel)","Incandescent Bulb: Wavelength (nm)","Incandescent Bulb: Intensity (rel)"
469.8,0.166610293058,469.8,0.122624806083,469.8,0.0171499537991,469.8,0.024195340912
470.6,0.160851707739,470.6,0.124297364428,470.6,0.0171338470537,470.6,0.0246192026313
471.5,0.155193153786,471.5,0.128329984826,471.5,0.0171550401397,471.5,0.0249506624959
472.3,0.150779905564,472.3,0.131621694938,472.3,0.0167396556547,472.3,0.0252668633385
473.1,0.147871366445,473.1,0.137532870476,473.1,0.0169075048956,473.1,0.0248353721082
474,0.144447411476,474,0.143204988005,474,0.0163853072574,474,0.023959673796
474.8,0.141752498665,474.8,0.152326492205,474.8,0.0168278188924,474.8,0.0242690928511
475.6,0.138169171689,475.6,0.162317760654,475.6,0.0167676305282,475.6,0.0243428447903
476.5,0.136304180124,476.5,0.174053643939,476.5,0.0167947576783,476.5,0.0254338648559
477.3,0.133373600197,477.3,0.185171536838,477.3,0.016473470495,477.3,0.0257983859346
478.1,0.131491654163,478.1,0.195528174088,478.1,0.0167193102922,478.1,0.0264816510262
478.9,0.128787416393,478.9,0.203408611175,478.9,0.0165200952841,478.9,0.0264969100481
479.8,0.12712248756,479.8,0.209569865127,479.8,0.0163361392979,479.8,0.0258356857659
480.6,0.12551774709,480.6,0.214457838475,480.6,0.0163446165323,480.6,0.0247836609784
481.4,0.124536931072,481.4,0.218938056848,481.4,0.0167481328891,481.4,0.024353865195
482.3,0.123712943889,482.3,0.222375575392,482.3,0.0171736900554,482.3,0.0242597678933
483.1,0.123607826183,483.1,0.222686689894,483.1,0.0172109898867,483.1,0.0248921695786
483.9,0.123194137145,483.9,0.21989259344,483.9,0.0170736586896,483.9,0.0247624678925
484.8,0.124023210668,484.8,0.214529047244,484.8,0.0174771750464,484.8,0.0251990454634
485.6,0.124592880819,485.6,0.207347134271,485.6,0.0176475674576,485.6,0.025536439392
486.4,0.125284623145,486.4,0.198202741538,486.4,0.0184071276587,486.4,0.0266215253936
487.2,0.126006035791,487.2,0.185606418962,487.2,0.0182765782491,487.2,0.0272759678882
488.1,0.127562456024,488.1,0.171308715445,488.1,0.0179620728534,488.1,0.0270369098785
488.9,0.129126505769,488.9,0.156520180056,488.9,0.0177781168672,488.9,0.0260510075193
489.7,0.131485720099,489.7,0.14305578868,489.7,0.0180383679628,489.7,0.0256271458
490.6,0.133382077431,490.6,0.130256012478,490.6,0.0184291684681,490.6,0.0260560938599
491.4,0.1371315582,491.4,0.118309046057,491.4,0.01887337555,491.4,0.0259535193239
492.2,0.140243550944,492.2,0.107099599027,492.2,0.0189496706594,492.2,0.0260247280927
493.1,0.143792121258,493.1,0.0977509049448,493.1,0.0192039876911,493.1,0.0252405839119
493.9,0.147787441825,493.9,0.0893737019235,493.9,0.0193811618897,493.9,0.0261145867772
494.7,0.152900909607,494.7,0.0824367810246,494.7,0.0197346625637,494.7,0.0252109135915
495.5,0.158292430677,495.5,0.0766027483194,495.5,0.0202043013487,495.5,0.0258119495096
496.4,0.162962539101,496.4,0.0723403948696,496.4,0.0204357298475,496.4,0.0253592651933
497.2,0.168839805702,497.2,0.0682111339996,497.2,0.0201059654298,497.2,0.0259831896442
498,0.175491043802,498,0.0655179166349,498,0.0195320566618,498,0.0256712274188
498.9,0.182370319507,498.9,0.0632494087129,498.9,0.0194405025305,498.9,0.0260442257318
499.7,0.189136847995,499.7,0.0620074938752,499.7,0.0194871273196,499.7,0.0263282130838
500.5,0.196090723362,500.5,0.0611707908412,500.5,0.0195252748743,500.5,0.0264689351746
501.4,0.202730093334,501.4,0.0610241346863,501.4,0.0188843959547,501.4,0.0263256699134
502.2,0.207174707323,502.2,0.0613555945508,502.2,0.0181918059052,502.2,0.0267291862703
503,0.209974737842,503,0.0631951544128,503,0.0173296711681,503,0.0266198299467
503.8,0.211888049643,503.8,0.0648617786933,503.8,0.0170940040521,503.8,0.0263010859337
504.7,0.214022617261,504.7,0.0666869272569,504.7,0.0170134703254,504.7,0.0260993277553
505.5,0.21575790714,505.5,0.0677677746412,505.5,0.0170227952833,505.5,0.0267978518688
506.3,0.218332443224,506.3,0.0688087790239,506.3,0.0168447733611,506.3,0.0275124827276
507.2,0.219983808482,507.2,0.0703558742996,507.2,0.0163429210854,507.2,0.0277371294389
508,0.222613446589,508,0.0720453871129,508,0.0161589650992,508,0.0273531107212
508.8,0.224957401897,508.8,0.0733678356773,508.8,0.0154400956232,508.8,0.0273370039758
509.7,0.228444088401,509.7,0.0742545543942,509.7,0.0152086671244,509.7,0.027652357095
510.5,0.231526410824,510.5,0.0742562498411,510.5,0.0156723718454,510.5,0.0281194527097
511.3,0.234394259217,511.3,0.0746004255572,511.3,0.0161131880335,511.3,0.0280092486627
512.2,0.236979815705,512.2,0.0748411790138,512.2,0.0167973008486,512.2,0.0282321999271
513,0.240524147402,513,0.0748784788451,513,0.0165811313717,513,0.0286865796902
513.8,0.244003204395,513.8,0.0742698134161,513.8,0.0165980858405,513.8,0.0291918228597
514.6,0.247717928503,514.6,0.0734941464697,514.6,0.0162598441884,514.6,0.0296105982384
515.4,0.250234819393,515.4,0.0728219017828,515.4,0.016079279096,515.4,0.0300700643422
516.2,0.253080626976,516.2,0.0720801437739,516.2,0.0160546951163,516.2,0.0304057628239
517,0.255800971491,517,0.0716418707561,517,0.0165362020294,517,0.0308932038012
517.8,0.258896857489,517.8,0.0707678678908,517.8,0.0170100794317,517.8,0.0313611471394
518.7,0.261473936743,518.7,0.0695717301188,518.7,0.0171677559913,518.7,0.0318824970542
519.5,0.263872994074,519.5,0.0681814636793,519.5,0.016162355993,519.5,0.0315976619788
520.3,0.266476352755,520.3,0.0677703178115,520.3,0.0162327170384,520.3,0.0314247263973
521.1,0.268783008231,521.1,0.0673201766656,521.1,0.0159580546443,521.1,0.0322037842374
521.9,0.270418266745,521.9,0.0673201766656,521.9,0.0170550087739,521.9,0.0326547731068
522.7,0.272881751058,522.7,0.0662096589609,522.7,0.0163124030416,522.7,0.0331100005934
523.5,0.27453905038,523.5,0.0667360952163,523.5,0.0169202207472,523.5,0.0329167196494
524.3,0.276307401473,524.3,0.0660943685732,524.3,0.0163395301917,524.3,0.0334050083501
525.2,0.276233649534,525.2,0.0661782931936,525.2,0.0166099539686,525.2,0.0336635639989
526,0.277181404339,526,0.0658205539025,526,0.0161191220976,526,0.0336898434255
526.8,0.277331451387,526.8,0.0673023744734,526.8,0.0163581801073,526.8,0.0335397963768
527.6,0.278174088485,527.6,0.0692029704229,527.6,0.0163259666167,527.6,0.0337771589397
528.4,0.278198672465,528.4,0.0720877732848,528.4,0.0164607546434,528.4,0.0341933911481
529.2,0.278135940931,529.2,0.0771698752999,529.2,0.016411586684,529.2,0.0343358086858
530,0.276862660326,530,0.0856132007494,530,0.0166523401406,530,0.0343764994108
530.8,0.275910666904,530.8,0.0965505285556,530.8,0.0167091376109,530.8,0.0344078651781
531.7,0.275350321711,531.7,0.113424463603,531.7,0.0168125598705,531.7,0.0346816798488
532.5,0.274543288997,532.5,0.144251078728,532.5,0.0167566101235,532.5,0.0345392623111
533.3,0.272896162356,533.3,0.18663894611,533.3,0.0164861863466,533.3,0.0343230928342
534.1,0.271619490857,534.1,0.23871714012,534.1,0.0165819790951,534.1,0.0346036892924
534.9,0.271656790689,534.9,0.305223587057,534.9,0.0167074421641,534.9,0.0351326687182
535.7,0.272264608394,535.7,0.391191220976,535.7,0.0170778973068,535.7,0.0354912557327
536.5,0.271196476861,536.5,0.496334359079,536.5,0.0166989649297,536.5,0.0353454473013
537.3,0.270870103337,537.3,0.620851368649,537.3,0.0167947576783,537.3,0.0351716639963
538.2,0.271121877199,538.2,0.750742944822,538.2,0.0168693573409,538.2,0.0350004238617
539,0.272156099794,539,0.854365267075,539,0.0171508015225,539,0.0351496231869
539.8,0.271672049711,539.8,0.90664182837,539.8,0.0167930622314,539.8,0.0353301882794
540.6,0.272183226944,540.6,0.932795791901,540.6,0.017358493765,540.6,0.0362304705713
541.4,0.273729474496,541.4,0.951444012105,541.4,0.0171524969694,541.4,0.0368145520205
542.2,0.275519866399,542.2,0.971589311903,542.2,0.0173491688072,542.2,0.0372299365055
543,0.276192958809,543,0.927777269144,543,0.0162081330587,543,0.037429999237
543.8,0.277104261506,543.8,0.815403897832,543.8,0.0171448674584,543.8,0.0381268279037
544.7,0.279870383086,544.7,0.646132177039,544.7,0.0173593414884,544.7,0.0391635936692
545.5,0.281663318159,545.5,0.494723684545,545.5,0.0177984622297,545.5,0.0403258225037
546.3,0.283796190331,546.3,0.387190814069,546.3,0.0170702677958,546.3,0.0409285538686
547.1,0.284929596568,547.1,0.318310741504,547.1,0.0176891059061,547.1,0.0419331061435
547.9,0.286637759297,547.9,0.26713876385,547.9,0.0175500792621,547.9,0.0416533574087
548.7,0.288453582903,548.7,0.223721760213,548.7,0.0177272534608,548.7,0.042803718115
549.5,0.290012546307,549.5,0.185375838187,549.5,0.0176128107966,549.5,0.0436005781474
550.4,0.292818510889,550.4,0.150575095581,550.4,0.0180595610488,550.4,0.0448594474539
551.2,0.295304036011,551.2,0.119212719242,551.2,0.0184130617227,551.2,0.0448051931538
552,0.298606766528,552,0.0934656629621,552,0.018146876563,552,0.0456630892738
552.8,0.300270847639,552.8,0.0749462967202,552.8,0.0182681010147,552.8,0.0473373430652
553.6,0.302843688275,553.6,0.063234149691,553.6,0.0179900477268,553.6,0.0494439358104
554.4,0.305258004629,554.4,0.0555461458254,554.4,0.0175526224325,554.4,0.0512029619457
555.2,0.309359290625,555.2,0.0504767596619,555.2,0.01758653137,555.2,0.0526347668337
556,0.311913481346,556,0.0476741859736,556,0.017572967795,556,0.054476869866
556.9,0.314950874427,556.9,0.0449097598399,556.9,0.0177484465468,556.9,0.0567284233192
557.7,0.317794986564,557.7,0.0433338419674,557.7,0.0178586505938,557.7,0.0582534777854
558.5,0.322355738664,558.5,0.0411755380925,558.5,0.0179357934268,558.5,0.0607110280342
559.3,0.325901765808,559.3,0.0403473122928,559.3,0.0180816018582,559.3,0.0625370243212
560.1,0.329488483677,560.1,0.038844298636,560.1,0.0181968922459,560.1,0.0655227062723
560.9,0.333702516891,560.9,0.0378923052143,560.9,0.0187377397998,560.9,0.0681014809728
561.7,0.338719344201,561.7,0.0370649271382,561.7,0.019093783644,561.7,0.0707641802938
562.5,0.343944711477,562.5,0.0370844247773,562.5,0.0189539092766,562.5,0.0736015106432
563.4,0.347047379263,563.4,0.03656985665,563.4,0.0190836109628,563.4,0.0756903011961
564.2,0.349777048736,564.2,0.0361883811025,564.2,0.0187708010139,564.2,0.0789192797742
565,0.353807973687,565,0.0355475021829,565,0.0184546001712,565,0.0818905504268
565.8,0.358536575028,565.8,0.0353067487263,565.8,0.0183147258039,565.8,0.0851975195612
566.6,0.363079524936,566.6,0.0352321490637,566.6,0.0190268134924,566.6,0.088105210956
567.4,0.364873307732,567.4,0.0355517408001,567.4,0.019267566949,567.4,0.0914689775608
568.2,0.366560277375,568.2,0.03656985665,568.2,0.0189708637454,568.2,0.0954609072336
569,0.368458330154,569,0.0373489144901,569,0.0189598433407,569,0.0990374524215
569.9,0.372849537567,569.9,0.038492493409,569.9,0.0194650865102,569.9,0.102238456126
570.7,0.374632299958,570.7,0.0400099183642,570.7,0.0197261853293,570.7,0.104237387995
571.5,0.37537236252,571.5,0.0453183625374,571.5,0.0191565151785,571.5,0.106831421717
572.3,0.376008155099,572.3,0.0582190178276,572.3,0.0197736578419,572.3,0.110205361003
573.1,0.377548468588,573.1,0.0782066410654,573.1,0.020635792579,573.1,0.113413146495
573.9,0.379467714453,573.9,0.121117553809,573.9,0.0211198426625,573.9,0.116502250706
574.7,0.378582691183,574.7,0.183578664496,574.7,0.0216233903851,574.7,0.120065232319
575.5,0.377791765215,575.5,0.242355569119,575.5,0.0215742224257,575.5,0.122345608369
576.4,0.376091231996,576.4,0.277737850004,576.4,0.0223854937565,576.4,0.122830506176
577.2,0.374997668761,577.2,0.294934767681,577.2,0.021901443673,577.2,0.123340835686
578,0.373776099285,578,0.303285691276,578,0.0225414748692,578,0.125683095547
578.8,0.373014843637,578.8,0.29980324339,578.8,0.0232739079203,578.8,0.127856658444
579.6,0.371204106372,579.6,0.287592634979,579.6,0.0242513330451,579.6,0.129302026907
580.4,0.369131422565,580.4,0.289329620305,580.4,0.0252541898731,580.4,0.131514585082
581.2,0.367811517171,581.2,0.312278341514,581.2,0.0268140010003,581.2,0.134463814925
582.1,0.365987216331,582.1,0.33869255614,582.1,0.0299929638955,582.1,0.135602307503
582.9,0.365626933869,582.9,0.355529191357,582.9,0.0379556301552,582.9,0.136204191145
583.7,0.363150733705,583.7,0.358597102481,583.7,0.0713483041293,583.7,0.137903028916
584.5,0.361651110942,584.5,0.360629095564,584.5,0.188307859244,584.5,0.139933326552
585.3,0.358996041132,585.3,0.36638937633,585.3,0.41903359528,585.3,0.142106889448
586.1,0.357286182956,586.1,0.373142341243,586.1,0.660846706171,586.1,0.143241991133
586.9,0.355516136416,586.9,0.359784763019,586.9,0.723779998813,586.9,0.144533921653
587.7,0.353318837263,587.7,0.324621194781,587.7,0.549890728449,587.7,0.146402304112
588.5,0.350551867959,588.5,0.276362842586,588.5,0.290868831752,588.5,0.148113010012
589.2,0.347224553462,589.2,0.238314471487,589.2,0.11287064588,589.2,0.148140137162
590,0.344751744191,590,0.217379941168,590,0.0490311368819,590,0.14799432873
590.7,0.34222468062,590.7,0.214788450616,590.7,0.0321682222392,590.7,0.148566542051
591.5,0.339505183829,591.5,0.216996770174,591.5,0.0271997151649,591.5,0.149883904275
592.2,0.33594559311,592.2,0.209010367658,592.2,0.0250787111213,592.2,0.150016149132
593,0.333425311326,593,0.181768774955,593,0.0234968591847,593,0.149850843061
593.7,0.331513694972,593.7,0.146688283614,593.7,0.0224990886973,593.7,0.151300450141
594.5,0.329335045735,594.5,0.116505938303,594.5,0.0221905173656,594.5,0.152381297525
595.2,0.326227291608,595.2,0.0984112815035,595.2,0.0212664988174,595.2,0.152978094826
596,0.324080008138,596,0.0906563074862,596,0.0213800937582,596,0.154129303256
596.7,0.322129396506,596.7,0.0929477039411,596.7,0.0208595915668,596.7,0.15458622619
597.5,0.320184718937,597.5,0.101420699711,597.5,0.0214190890364,597.5,0.155917151988
598.2,0.316842993142,598.2,0.107734543882,598.2,0.0202958554801,598.2,0.155569585378
599,0.313652162119,599,0.105977213194,599,0.0203797801005,599,0.157391343048
599.7,0.31076312064,599.7,0.0948364317625,599.7,0.0202856827988,599.7,0.159047794647
600.5,0.307495994507,600.5,0.0817068911438,600.5,0.0204721819554,600.5,0.161440070192
601.2,0.304962149148,601.2,0.0717079931843,601.2,0.0200279748735,601.2,0.16204873562
602,0.30141018794,602,0.0674108830735,602,0.0194074413163,602,0.163194009986
602.7,0.300129277824,602.7,0.0678076176428,602.7,0.0193769232726,602.7,0.164418122632
603.4,0.298224443258,603.4,0.070965387452,603.4,0.0189530615532,603.4,0.167046065292
604.2,0.297814992837,604.2,0.0788831243695,604.2,0.0193837050601,604.2,0.169199282826
604.9,0.295866076651,604.9,0.0930952078194,604.9,0.0193760755491,604.9,0.171636487712
605.7,0.293566202962,605.7,0.119319532396,605.7,0.0194413502539,605.7,0.174972279444
606.4,0.292319201784,606.4,0.164722752049,606.4,0.0190081635767,606.4,0.17845981367
607.2,0.291518103134,607.2,0.247803039936,607.2,0.0186232971355,607.2,0.183102794944
607.9,0.29103150988,607.9,0.40495062011,607.9,0.0188911777422,607.9,0.186624238109
608.7,0.290495748667,608.7,0.661427651043,608.7,0.018879309614,608.7,0.19006599527
609.4,0.288888465027,609.4,0.872791383739,609.4,0.0187894509295,609.4,0.193772242144
610.2,0.288166204657,610.2,0.996473385723,610.2,0.0181960445224,610.2,0.19794982325
610.9,0.286366487797,610.9,0.996628519112,610.9,0.017656044692,610.9,0.202459711944
611.7,0.286003662165,611.7,0.992692539186,611.7,0.0178001576766,611.7,0.205079177369
612.4,0.285299203988,612.4,0.941681628985,612.4,0.0181299220942,612.4,0.207652865729
613.2,0.284519298424,613.2,0.825503674881,613.2,0.0186817900528,613.2,0.210194340598
613.9,0.283421496571,613.9,0.664687995388,613.9,0.0181723082662,613.9,0.213958232666
614.7,0.282545798259,614.7,0.515568356179,614.7,0.0174720887058,614.7,0.217683977179
615.4,0.281573459475,615.4,0.405843272891,615.4,0.0170287293473,615.4,0.221798826751
616.2,0.280251858634,616.2,0.32978806914,616.2,0.0170143180489,616.2,0.225552546137
616.9,0.277655281741,616.9,0.279278163492,616.9,0.0176467197342,616.9,0.228172011563
617.7,0.27534523537,617.7,0.25338529878,617.7,0.0173330620618,617.7,0.231092418809
618.4,0.274800149199,618.4,0.244871612285,618.4,0.0178027008469,618.4,0.234312920153
619.1,0.274006680061,619.1,0.246433966583,619.1,0.0177357306952,619.1,0.239740045608
619.9,0.273640463535,619.9,0.248515127625,619.9,0.0180053067487,619.9,0.242700295855
620.6,0.271842442122,620.6,0.243427939269,620.6,0.0176755423311,620.6,0.245163780168
621.4,0.2706191772,621.4,0.235662792571,621.4,0.0172957622305,621.4,0.246466731094
622.1,0.268710951739,622.1,0.226423454812,622.1,0.0169286979816,622.1,0.249156557565
622.9,0.266418707561,622.9,0.218148826327,622.9,0.0171185880318,622.9,0.252995897019
623.6,0.265622695252,623.6,0.208904402228,623.6,0.0172872849961,623.6,0.256090935293
624.4,0.264571518188,624.4,0.198418911014,624.4,0.0178408484016,624.4,0.258791782169
625.1,0.26346015276,625.1,0.186465162805,625.1,0.0177950713359,625.1,0.262139442028
